Study: 1.2.840.113704.1.111.2944.1114697927.98
Series: 1.2.840.113704.1.111.4588.1114698113.6
SpacingX: 0.755859375
SpacingY: 0.755859375
SpacingZ: 10.0

label: ground_glass
localisation: non-relevant
slice_number: 13
nb_points_on_contour: 144
165.60760742138143 267.86502279221725
165.10760742138137 266.36502279221725
163.60760742138143 265.36502279221725
162.10760742138143 264.36502279221725
160.10760742138146 262.86502279221725
158.60760742138143 261.86502279221725
157.10760742138137 261.36502279221725
155.60760742138137 259.86502279221725
154.10760742138143 258.86502279221725
152.60760742138137 258.86502279221725
151.10760742138143 258.36502279221725
149.60760742138143 258.36502279221725
148.10760742138137 258.36502279221725
146.60760742138143 258.36502279221725
145.10760742138137 258.36502279221725
143.60760742138143 258.36502279221725
142.10760742138143 258.36502279221725
140.60760742138137 258.36502279221725
139.10760742138137 258.36502279221725
137.60760742138143 258.36502279221725
136.10760742138137 258.86502279221725
134.10760742138143 259.36502279221725
132.60760742138143 260.36502279221725
130.60760742138143 261.36502279221725
129.10760742138137 262.36502279221725
127.60760742138137 263.36502279221725
125.6076074213814 264.36502279221725
124.1076074213814 265.86502279221725
122.6076074213814 266.36502279221725
121.10760742138143 266.86502279221725
119.60760742138137 267.36502279221725
118.10760742138136 268.36502279221725
116.60760742138142 269.36502279221725
116.10760742138137 270.86502279221725
114.60760742138143 271.36502279221725
113.60760742138135 272.86502279221725
112.1076074213814 273.86502279221725
111.60760742138142 275.36502279221725
110.1076074213814 276.86502279221725
108.6076074213814 278.36502279221725
108.10760742138137 279.86502279221725
107.60760742138143 281.36502279221725
107.1076074213814 282.86502279221725
107.1076074213814 284.3650227922173
107.1076074213814 285.86502279221725
107.1076074213814 287.36502279221725
107.1076074213814 288.86502279221725
107.17424078948949 291.0330417507256
107.17424078948949 291.7848226011665
107.17424078948949 292.53660345160745
107.17424078948949 293.28838430204837
107.17424078948949 294.0401651524893
107.17424078948949 294.79194600293016
107.17424078948949 295.5437268533711
107.17424078948949 296.295507703812
107.17424078948949 297.0472885542529
107.17424078948949 297.7990694046938
107.17424078948949 298.5508502551347
107.17424078948949 299.30263110557564
107.17424078948949 300.05441195601657
107.17424078948949 300.80619280645743
107.42483440630312 301.55797365689835
107.67542802311677 302.3097545073393
107.92602163993041 303.06153535778014
108.42720887355767 303.81331620822107
108.92839610718494 304.565097058662
109.68017695762586 305.06628429228925
110.18136419125312 305.8180651427302
110.93314504169405 306.31925237635744
111.68492589213494 306.56984599317104
112.43670674257586 306.8204396099847
113.18848759301676 306.8204396099847
113.94026844345765 307.07103322679836
114.69204929389858 307.07103322679836
115.44383014433947 307.5722204604256
116.1956109947804 307.8228140772393
116.94739184522129 308.32400131086655
117.69917269566221 308.8251885444938
118.45095354610311 309.0757821613074
119.20273439654403 309.3263757781211
119.95451524698494 309.82756301174834
