Study: 1.2.840.113619.2.30.1.1762288805.2008.1096725466.325
Series: 1.2.840.113619.2.30.1.1762288805.2008.1096725466.329
SpacingX: 0.847656
SpacingY: 0.847656
SpacingZ: 10.0

label: fibrosis
localisation: non-relevant
slice_number: 9
nb_points_on_contour: 41
311.7704053255551 204.7553103944484
311.7704053255551 202.7550282462034
311.10364460947346 200.75474609795845
310.43688389339184 198.75446394971345
309.10336246122847 196.7541818014685
308.43660174514685 194.7538996532235
307.1030803129835 192.75361750497848
305.7695588808201 190.7533353567335
305.1027981647385 188.7530532084885
303.1025160164935 187.4195317763252
301.1022338682485 187.4195317763252
299.1019517200035 188.08629249240684
297.1016695717585 188.7530532084885
295.10138742351364 190.08657464065186
294.4346267074319 192.08685678889685
293.7678659913503 194.0871389371418
293.7678659913503 196.08742108538678
293.7678659913503 198.0877032336318
293.10110527526865 200.08798538187676
291.10082312702366 201.4215068140401
290.4340624109419 203.42178896228506
289.10054097877867 205.42207111053006
288.43378026269704 207.42235325877505
287.1002588305337 209.42263540702004
286.43349811445194 211.422917555265
285.7667373983703 213.42319970351002
285.0999766822887 215.42348185175496
285.0999766822887 217.42376399999995
286.43349811445194 219.42404614824494
288.43378026269704 219.42404614824494
290.4340624109419 219.42404614824494
292.4343445591869 217.42376399999995
294.4346267074319 216.75700328391832
296.4349088556769 215.42348185175496
297.1016695717585 213.42319970351002
299.1019517200035 211.422917555265
302.43575530041187 212.75643898742834
303.1025160164935 210.75615683918335
305.1027981647385 209.42263540702004
307.1030803129835 208.0891139748567
307.1030803129835 206.08883182661174
nb_points_on_contour: 63
181.75206568963114 266.76405699004295
181.75206568963114 264.76377484179795
181.08530497354946 262.76349269355296
179.0850228253045 260.76321054530797
177.08474067705947 259.42968911314466
175.0844585288145 257.42940696489967
173.08417638056946 256.762646248818
171.7506549484062 254.76236410057302
169.75037280016122 253.42884266840971
167.75009065191622 252.09532123624638
165.74980850367118 251.42856052016472
163.08276563934456 251.42856052016472
161.08248349109957 251.42856052016472
159.08220134285455 251.42856052016472
157.08191919460964 251.42856052016472
154.414876330283 251.42856052016472
152.414594182038 251.42856052016472
150.414312033793 252.09532123624638
148.414029885548 254.09560338449137
146.413747737303 254.76236410057302
144.41346558905806 256.762646248818
143.07994415689475 258.762928397063
141.07966200864973 259.42968911314466
139.07937986040474 260.09644982922634
137.07909771215972 261.42997126138965
135.74557627999647 263.4302534096346
135.0788155639148 265.4305355578796
135.0788155639148 267.43081770612457
135.0788155639148 269.43109985436956
135.74557627999647 271.43138200261455
137.07909771215972 273.43166415085955
137.74585842824143 275.43194629910454
139.07937986040474 277.43222844734953
141.07966200864973 278.76574987951284
143.07994415689475 280.09927131167615
145.08022630513972 281.4327927438395
147.74726916946636 282.09955345992114
149.74755131771136 284.09983560816613
151.74783346595626 284.76659632424787
153.74811561420128 286.1001177564111
155.48182379970467 287.60977537803245
156.3730747378384 288.94665178523303
157.709951145039 289.8379027233668
159.04682755223965 290.28352819243366
160.38370395944025 290.28352819243366
161.7205803666409 290.28352819243366
163.0574567738415 290.28352819243366
164.3943331810421 289.3922772543
165.73120958824273 288.94665178523303
165.73120958824273 287.60977537803245
166.17683505730963 286.2728989708318
167.0680859954434 284.93602256363124
167.95933693357713 283.5991461564306
169.29621334077774 282.7078952182968
170.63308974797832 282.26226974923
171.969966155179 281.81664428016313
173.30684256237961 281.81664428016313
175.08934443864703 280.4797678729625
176.42622084584772 279.5885169348287
177.76309725304833 278.25164052762807
179.0850228253045 276.76546773126785
179.0850228253045 274.7651855830229
179.75178354138612 272.7649034347779
slice_number: 10
nb_points_on_contour: 50
139.88493238236413 251.06848691454888
139.88493238236413 249.73161050734828
139.88493238236413 248.39473410014764
139.88493238236413 247.05785769294704
139.43930691329723 245.7209812857464
138.5480559751635 244.3841048785458
137.21117956796286 243.9384794094789
135.87430316076225 243.49285394041206
134.98305222262852 242.15597753321143
134.98305222262852 240.81910112601082
135.42867769169538 239.4822247188102
135.42867769169538 238.14534831160958
135.42867769169538 236.80847190440895
134.98305222262852 235.47159549720834
133.64617581542788 234.5803445590746
132.30929940822728 234.1347190900077
130.97242300102664 234.1347190900077
129.63554659382604 234.1347190900077
128.29867018662543 234.1347190900077
126.9617937794248 235.02597002814144
125.62491737222416 235.9172209662752
124.28804096502355 236.80847190440895
122.95116455782295 237.25409737347584
121.61428815062231 237.25409737347584
120.27741174342171 237.25409737347584
118.9405353362211 237.25409737347584
117.6036589290205 237.69972284254268
116.26678252181983 238.59097378067642
115.821157052753 239.92785018787703
115.821157052753 241.26472659507766
115.821157052753 242.60160300227827
116.26678252181983 243.9384794094789
116.71240799088673 245.2753558166795
117.6036589290205 246.61223222388014
118.9405353362211 247.05785769294704
120.27741174342171 247.50348316201388
121.61428815062231 247.50348316201388
122.95116455782295 247.94910863108075
124.28804096502355 248.39473410014764
126.07054284129106 249.28598503828138
127.40741924849166 250.17723597641512
128.7442956556923 251.06848691454888
130.52679753195977 251.95973785268262
131.8636739391604 252.40536332174952
133.200550346361 252.40536332174952
134.53742675356165 252.40536332174952
136.31992862982912 252.40536332174952
137.65680503702976 252.85098879081636
138.99368144423036 252.85098879081636
140.33055785143097 252.85098879081636
slice_number: 11
nb_points_on_contour: 271
113.18846890278866 207.1127186216787
114.31331021678736 207.1127186216787
115.43815153078603 207.1127186216787
116.93793994945091 207.1127186216787
118.43772836811578 207.1127186216787
119.93751678678078 207.1127186216787
121.43730520544568 207.1127186216787
122.56214651944435 207.1127186216787
124.06193493810929 207.1127186216787
125.18677625210796 207.1127186216787
126.68656467077287 207.1127186216787
128.1863530894378 207.1127186216787
129.31119440343645 206.7377715170125
130.43603571743512 206.7377715170125
131.56087703143376 206.7377715170125
132.68571834543246 206.7377715170125
133.8105596594312 206.7377715170125
134.9354009734299 206.7377715170125
136.06024228742857 206.7377715170125
137.18508360142727 206.7377715170125
138.30992491542594 206.7377715170125
139.4347662294246 206.7377715170125
140.93455464808955 207.1127186216787
142.05939596208822 207.48766572634494
143.18423727608686 207.48766572634494
143.18423727608686 208.61250704034364
143.18423727608686 209.73734835434232
142.4343430667544 210.862189668341
142.05939596208822 211.98703098233966
142.05939596208822 213.11187229633836
142.05939596208822 214.23671361033706
140.93455464808955 215.36155492433573
140.18466043875708 216.86134334300064
139.4347662294246 217.98618465699937
138.30992491542594 219.111025970998
137.18508360142727 219.48597307566425
136.06024228742857 219.86092018033048
134.56045386876366 220.61081438966295
133.8105596594312 221.73565570366162
132.68571834543246 222.11060280832783
132.31077124076623 223.23544412232653
132.68571834543246 224.73523254099143
133.435612554765 225.86007385499008
134.56045386876366 226.23502095965637
135.68529518276233 227.35986227365504
136.810136496761 228.10975648298748
137.93497781075973 228.85965069231995
139.0598191247584 229.23459779698618
140.18466043875708 229.60954490165238
142.05939596208822 229.98449200631867
143.55918438075307 230.73438621565109
145.05897279941806 231.48428042498355
146.18381411341673 231.85922752964973
147.3086554274154 232.9840688436485
148.4334967414141 233.35901594831466
148.4334967414141 234.48385726231336
147.3086554274154 235.60869857631204
146.55876121808294 236.73353989031074
145.8088670087505 237.85838120430938
144.68402569475174 238.23332830897567
143.55918438075307 238.6082754136419
142.4343430667544 238.98322251830814
141.30950175275575 238.98322251830814
140.18466043875708 239.73311672764055
139.80971333409084 240.85795804163925
139.4347662294246 241.98279935563792
139.80971333409084 243.1076406696366
140.93455464808955 243.48258777430283
142.05939596208822 243.48258777430283
143.18423727608686 243.1076406696366
143.9341314854193 241.98279935563792
145.05897279941806 241.6078522509717
146.55876121808294 241.6078522509717
148.05854963674787 241.6078522509717
149.18339095074654 241.6078522509717
149.933285160079 242.7326935649704
149.933285160079 243.85753487896906
149.933285160079 244.9823761929678
149.933285160079 246.10721750696644
149.933285160079 247.23205882096514
149.933285160079 248.35690013496378
149.18339095074654 249.48174144896248
148.4334967414141 250.60658276296115
